Country_Name,Country_Code,Expected_Years_of_School,Fraction_of_Children_Under_5_Not_Stunted,Harmonized_Test_Scores, Human_Capital_Index,Human_Capital_Index_Lower_Bound,Human_Capital_Index_Upper_Bound,Learning_Adjusted_Years_of_School,Probability_of_Survival_to_Age_5,Survival_Rate_from_Age_15_60,Continent,Weighted_HCI
Bahrain,BHR,12.8496723175049,0.774381360103344,451.705993652344,0.652472019195557,0.644541084766388,0.659845471382141,9.28683853149414,0.992905378341675,0.934414565563202,Asia,38.0367009405987
Bangladesh,BGD,10.1635427474976,0.692000031471252,368.315277099609,0.46403643488884,0.455268979072571,0.47212889790535,5.9894208908081,0.969842970371246,0.868512272834778,Asia,32.6401089301453
Barbados,BRB,11.9898689671566,0.83575114276674,414.021848979749,0.566023622688494,0.552885883732846,0.577624677043212,7.98282279466327,0.981437733298854,0.862781662690012,North America,36.0992129886973
Belarus,BLR,13.8077774047852,0.922936022281646,488.143096923828,0.700078189373016,0.690270841121674,0.709663927555084,10.784273147583,0.996579349040985,0.853127121925354,Europe,39.8554677576423
Belgium,BEL,13.5244760513306,0.922936022281646,516.807861328125,0.76041966676712,0.751977562904358,0.768837928771973,11.1832885742188,0.996348440647125,0.931235253810883,Europe,41.172138481789
Belize,BLZ,11.9898689671566,0.83575114276674,414.021848979749,0.566023622688494,0.552885883732846,0.577624677043212,7.98282279466327,0.981437733298854,0.862781662690012,North America,36.0992129886973
Benin,BEN,9.22453594207764,0.703775833050409,383.9228515625,0.400290727615356,0.378561913967133,0.421737551689148,5.66641664505005,0.907013535499573,0.768260359764099,Africa,30.5535396574084
Bermuda,BMU,11.9898689671566,0.83575114276674,414.021848979749,0.566023622688494,0.552885883732846,0.577624677043212,7.98282279466327,0.981437733298854,0.862781662690012,North America,36.0992129886973
Bhutan,BTN,10.2245693206787,0.787999987602234,386.739410400391,0.475297033786774,0.45032000541687,0.499215334653854,6.32679033279419,0.970300734043121,0.806836605072021,Asia,33.1030024936185
Bolivia,BOL,12.4787635803222,0.877304891745249,410.827104356553,0.581243491835064,0.569487280315823,0.591660757859548,8.2148240937127,0.985320740275912,0.871366222699483,South America,36.8466505865979
Bosnia and Herzegovina,BIH,11.7178030014038,0.911134362220764,416.134063720703,0.57968407869339,0.570883631706238,0.588268458843231,7.80188322067261,0.994194805622101,0.91362988948822,Europe,37.1202692315928
Botswana,BWA,8.11846351623535,0.703775833050409,391.318298339844,0.414028495550156,0.388916105031967,0.430983871221542,5.0830454826355,0.963533997535706,0.798840999603271,Africa,30.7501920332543
Brazil,BRA,11.9070472717285,0.877304891745249,413.244750976563,0.551497936248779,0.546363532543182,0.556369066238403,7.87283945083618,0.985649168491364,0.861382365226746,South America,36.2578378173324
British Virgin Islands,VGB,11.9898689671566,0.83575114276674,414.021848979749,0.566023622688494,0.552885883732846,0.577624677043212,7.98282279466327,0.981437733298854,0.862781662690012,North America,36.0992129886973
Brunei Darussalam,BRN,13.1694107055664,0.802999973297119,437.515930175781,0.626391351222992,0.618847072124481,0.633784651756287,9.21892356872559,0.988447725772858,0.878938317298889,Asia,37.5399203793292
Bulgaria,BGR,12.3093404769897,0.930000007152557,441.093322753906,0.613898158073425,0.603253543376923,0.624876379966736,8.68730926513672,0.992944419384003,0.866138517856598,Europe,37.7674585251544
Burkina Faso,BFA,7.01878643035889,0.750995874404907,403.654327392578,0.383691936731339,0.363230735063553,0.401694387197495,4.53306150436401,0.923583388328552,0.761370539665222,Africa,29.7200089107945
Burundi,BDI,7.63557195663452,0.458000004291534,422.747802734375,0.386170625686646,0.364378213882446,0.405884236097336,5.16467428207397,0.941543161869049,0.722941100597382,Africa,28.1098203267702
Cabo Verde,CPV,8.53717407972916,0.703775833050409,373.794974949049,0.410067831692488,0.389691743513812,0.427345923107603,5.14747464656829,0.938012386145799,0.749921691158543,Africa,30.1449102977934
Cambodia,KHM,9.46578025817871,0.675509214401245,451.889587402344,0.491589874029159,0.471260070800781,0.506987154483795,6.84398031234741,0.972004652023315,0.837721884250641,Asia,33.1028533341617
Cameroon,CMR,8.72147846221924,0.710999965667725,378.868835449219,0.397401511669159,0.376647859811783,0.417586892843247,5.28687429428101,0.923940002918243,0.704236268997192,Africa,29.7673801061625
Canada,CAN,13.7220153808594,0.83575114276674,533.997985839844,0.797520101070404,0.789545595645905,0.805555999279022,11.724045753479,0.995026648044586,0.939972162246704,North America,41.2564087206778
Cayman Islands,CYM,11.9898689671566,0.83575114276674,414.021848979749,0.566023622688494,0.552885883732846,0.577624677043212,7.98282279466327,0.981437733298854,0.862781662690012,North America,36.0992129886973
Central African Republic,CAF,4.56999969482422,0.592000007629395,368.730163574219,0.291631907224655,0.2558374106884,0.320747911930084,2.69615483283997,0.883521616458893,0.591395437717438,Africa,24.2493846098866
Chad,TCD,5.31059169769287,0.602342307567596,333.111328125,0.299782782793045,0.281631708145142,0.317157030105591,2.83042907714844,0.881021857261658,0.646125257015228,Africa,24.9238821838476
Chile,CHL,13.0017833709717,0.877304891745249,452.218231201172,0.651604175567627,0.641071140766144,0.661716818809509,9.40742969512939,0.992807686328888,0.917748093605042,South America,38.706436518248
China,CHN,13.1377935409546,0.919000029563904,441,0.65310263633728,0.639979422092438,0.665241241455078,9.27002716064453,0.991399228572845,0.923591136932373,Asia,38.9630528956968
Colombia,COL,12.8603744506836,0.872555792331696,419.027526855469,0.60433030128479,0.591710686683655,0.61637419462204,8.62216186523438,0.985790491104126,0.88665109872818,South America,37.4566415808018
Comoros,COM,8.17353343963623,0.688687562942505,392.225524902344,0.40468829870224,0.360101789236069,0.434066563844681,5.12938976287842,0.932531476020813,0.78199964761734,Africa,30.2014258644726
"Congo, Dem. Rep.",COD,9.13184547424316,0.573082327842712,310.197143554688,0.366369277238846,0.343863993883133,0.384989798069,4.53227567672729,0.911896467208862,0.753556191921234,Africa,28.2991533703324
"Congo, Rep.",COG,8.91276931762695,0.788127779960632,370.614074707031,0.41926571726799,0.392945200204849,0.440487414598465,5.28511667251587,0.949888348579407,0.742921948432922,Africa,30.9896504774889
Costa Rica,CRI,13.1157264709473,0.83575114276674,428.555694580078,0.628635048866272,0.61889111995697,0.638374447822571,8.99331092834473,0.9912109375,0.915990591049194,North America,37.964888615908
Cote d'Ivoire,CIV,8.05733776092529,0.783707201480865,373.230529785156,0.379889339208603,0.361500650644302,0.397576600313187,4.81159114837646,0.919122159481049,0.660045504570007,Africa,29.2537891050628
Croatia,HRV,13.390284538269,0.922936022281646,487.581237792969,0.709693968296051,0.70036256313324,0.718851804733276,10.4461622238159,0.995332956314087,0.917376697063446,Europe,40.1918342636634
Cuba,CUB,11.9898689671566,0.83575114276674,414.021848979749,0.566023622688494,0.552885883732846,0.577624677043212,7.98282279466327,0.981437733298854,0.862781662690012,North America,36.0992129886973
Curacao,CUW,11.9898689671566,0.83575114276674,414.021848979749,0.566023622688494,0.552885883732846,0.577624677043212,7.98282279466327,0.981437733298854,0.862781662690012,North America,36.0992129886973
Cyprus,CYP,13.5876054763794,0.774381360103344,502.162170410156,0.755520224571228,0.745917916297913,0.764445602893829,10.9170904159546,0.997616946697235,0.952006638050079,Asia,40.1142679789454
Czech Republic,CZE,13.5641040802002,0.922936022281646,512.221618652344,0.752257406711578,0.742869734764099,0.7615647315979,11.1165237426758,0.996626973152161,0.922457218170166,Europe,41.0016893234953
Denmark,DNK,13.3946027755737,0.922936022281646,517.877807617188,0.755094826221466,0.747646927833557,0.762225031852722,11.0988283157349,0.995776534080505,0.931700646877289,Europe,41.0672283673102
Djibouti,DJI,8.53717407972916,0.703775833050409,373.794974949049,0.410067831692488,0.389691743513812,0.427345923107603,5.14747464656829,0.938012386145799,0.749921691158543,Africa,30.1449102977934
Dominica,DMA,12.396614074707,0.83575114276674,403.783233642578,0.544749319553375,0.529065787792206,0.558903872966766,8.00887203216553,0.96431428194046,0.859372973442078,North America,35.8956281382114
Dominican Republic,DOM,11.8739490509033,0.928761720657349,345.216522216797,0.502766907215118,0.488703846931458,0.515102922916412,6.55853319168091,0.971153199672699,0.844707489013672,North America,35.0319372755673
Ecuador,ECU,12.9366292953491,0.7606320977211,420.148559570313,0.594254851341248,0.585349440574646,0.603065609931946,8.69649028778076,0.985769808292389,0.876447916030884,South America,36.5911820231955
"Egypt, Arab Rep.",EGY,11.4635009765625,0.777311325073242,355.986511230469,0.494374662637711,0.480260193347931,0.507678270339966,6.52936267852783,0.978774666786194,0.856793642044067,Africa,34.0007517899263
El Salvador,SLV,10.9498882293701,0.863515734672546,435.922760009766,0.546176612377167,0.530962347984314,0.55970561504364,7.63728857040405,0.986346542835236,0.821133434772491,North America,35.4712917324937
Equatorial Guinea,GNQ,8.53717407972916,0.703775833050409,373.794974949049,0.410067831692488,0.389691743513812,0.427345923107603,5.14747464656829,0.938012386145799,0.749921691158543,Africa,30.1449102977934
Eritrea,ERI,8.53717407972916,0.703775833050409,373.794974949049,0.410067831692488,0.389691743513812,0.427345923107603,5.14747464656829,0.938012386145799,0.749921691158543,Africa,30.1449102977934
Estonia,EST,13.4839639663696,0.922936022281646,543.2060546875,0.77720320224762,0.765454649925232,0.788717150688171,11.7193126678467,0.997352659702301,0.897445440292358,Europe,41.3523703320492
Eswatini,SWZ,6.42372179031372,0.744505286216736,440.304504394531,0.37250080704689,0.352485179901123,0.389619916677475,4.52542972564697,0.945634841918945,0.603710412979126,Africa,28.4244414262338
Ethiopia,ETH,7.80644083023071,0.631999969482422,348.199035644531,0.382784843444824,0.372133255004883,0.392203897237778,4.34911251068115,0.944755375385284,0.792981684207916,Africa,29.1474230974807
Faroe Islands,FRO,13.2066269899025,0.922936022281646,491.600016276041,0.710768549870222,0.701848280735505,0.71955507229536,10.4170187069819,0.995262887233342,0.910403450330098,Europe,40.0822147874709
Fiji,FJI,11.3332958221435,0.908999979496002,383.335968017578,0.508573293685913,0.496498584747315,0.520610868930817,6.95113611221313,0.974379062652588,0.78399932384491,Oceania,34.634357256641
Finland,FIN,13.7467031478882,0.922936022281646,533.707641601563,0.796001017093658,0.787025034427643,0.80467289686203,11.7387523651123,0.998304605484009,0.930211067199707,Europe,41.8069259575724
France,FRA,13.8026580810547,0.922936022281646,510.260589599609,0.762737214565277,0.754485845565796,0.771440088748932,11.268723487854,0.995955765247345,0.926030695438385,Europe,41.2267323535256
French Polynesia,PYF,11.282570021493,0.761522310120718,397.065381731305,0.52886172064713,0.510785475373268,0.543864107557705,7.26264190673828,0.97491620693888,0.845530092716217,Oceania,34.4644787431618
Gabon,GAB,8.25553798675537,0.829655706882477,456.127685546875,0.457612454891205,0.433462828397751,0.478370934724808,6.02492713928223,0.955239474773407,0.790453851222992,Africa,32.6778490886149
"Gambia, The",GMB,9.52009296417236,0.810327887535095,352.899627685547,0.421570628881455,0.394228160381317,0.441803723573685,5.37541961669922,0.941635072231293,0.752527832984924,Africa,31.3099579044258
Georgia,GEO,12.9356689453125,0.774381360103344,399.766296386719,0.568925797939301,0.561714708805084,0.57585483789444,8.27399158477783,0.990186214447021,0.852845549583435,Asia,36.0502214347796
Germany,DEU,13.3306179046631,0.922936022281646,517.281433105469,0.751162469387054,0.740105748176575,0.762275040149689,11.0330896377563,0.996339559555054,0.930892467498779,Europe,40.984750454912
Ghana,GHA,12.1200742721558,0.824999988079071,307.275787353516,0.450056403875351,0.437522232532501,0.461756646633148,5.95872831344604,0.952091753482819,0.768254458904266,Africa,32.7410438625186
Gibraltar,GIB,13.2066269899025,0.922936022281646,491.600016276041,0.710768549870222,0.701848280735505,0.71955507229536,10.4170187069819,0.995262887233342,0.910403450330098,Europe,40.0822147874709
Greece,GRC,13.2888927459717,0.922936022281646,468.63623046875,0.690006494522095,0.680386543273926,0.700130164623261,9.9642505645752,0.995549917221069,0.933005094528198,Europe,39.8584124087127
Greenland,GRL,11.9898689671566,0.83575114276674,414.021848979749,0.566023622688494,0.552885883732846,0.577624677043212,7.98282279466327,0.981437733298854,0.862781662690012,North America,36.0992129886973
Grenada,GRD,13.0994386672974,0.83575114276674,394.749145507813,0.565070509910584,0.553347826004028,0.576623678207397,8.27358818054199,0.984778940677643,0.850867509841919,North America,36.4181056183646
Guam,GUM,11.282570021493,0.761522310120718,397.065381731305,0.52886172064713,0.510785475373268,0.543864107557705,7.26264190673828,0.97491620693888,0.845530092716217,Oceania,34.4644787431618
Guatemala,GTM,9.71248054504395,0.532863855361938,405.257568359375,0.461270093917847,0.451281309127808,0.470376640558243,6.29768991470337,0.973814964294434,0.846656262874603,North America,31.5661189697578
Guinea,GIN,6.99361658096313,0.696694314479828,408.249084472656,0.37094247341156,0.352458745241165,0.386690765619278,4.5682201385498,0.899221658706665,0.759966254234314,Africa,29.0973678080126
Guinea-Bissau,GNB,8.53717407972916,0.703775833050409,373.794974949049,0.410067831692488,0.389691743513812,0.427345923107603,5.14747464656829,0.938012386145799,0.749921691158543,Africa,30.1449102977934
Guyana,GUY,12.2039461135864,0.887291073799133,346.365905761719,0.495226472616196,0.477365136146545,0.509675323963165,6.76324939727783,0.969855308532715,0.774362802505493,South America,34.2617155199729
Haiti,HTI,11.3780002593994,0.780539035797119,337.815307617188,0.446564912796021,0.428226679563522,0.46255362033844,6.14986038208008,0.935236394405365,0.77589213848114,North America,32.3395489632204
Honduras,HND,9.59004306793213,0.773775815963745,399.750793457031,0.481023132801056,0.469157963991165,0.491263329982758,6.1338038444519,0.982401430606842,0.860411643981934,North America,33.4084130376972
"Hong Kong SAR, China",HKG,13.5414037704468,0.774381360103344,548.631408691406,0.812756538391113,0.802408695220947,0.822600364685059,11.8867826461792,0.991399228572845,0.954613506793976,Asia,41.1177188632074
Hungary,HUN,12.9565553665161,0.922936022281646,495.481231689453,0.683087289333344,0.674525618553162,0.691527485847473,10.2715682983398,0.995729386806488,0.879628777503967,Europe,39.5239354774039
Iceland,ISL,13.4602708816528,0.922936022281646,497.682769775391,0.745281875133514,0.739062607288361,0.751472234725952,10.7183113098144,0.998038172721863,0.95481938123703,Europe,40.9702762590061
India,IND,11.1249532699585,0.652999997138977,399,0.493510901927948,0.4892657995224,0.49779936671257,7.10217046737671,0.963425755500793,0.825507640838623,Asia,33.1395188573916
Indonesia,IDN,12.3883724212647,0.723299980163574,394.915100097656,0.540038466453552,0.530018210411072,0.549938440322876,7.82776832580566,0.975016117095947,0.849707961082459,Asia,34.9501529373963
"Iran, Islamic Rep.",IRN,11.849552154541,0.774381360103344,432.108215332031,0.593404471874237,0.581339716911316,0.603761494159698,8.19246196746826,0.985598683357239,0.934482455253601,Asia,36.6754677644236
Iraq,IRQ,6.93192768096924,0.873570203781128,363.432495117188,0.407643288373947,0.40058308839798,0.413814187049866,4.03086042404175,0.973287522792816,0.844261884689331,Asia,31.3381727547774
Ireland,IRL,13.9005393981934,0.922936022281646,521.328552246094,0.792599022388458,0.783532738685608,0.801084518432617,11.5947971343994,0.996342957019806,0.944304645061493,Europe,41.8107172292184
Isle of Man,IMN,13.2066269899025,0.922936022281646,491.600016276041,0.710768549870222,0.701848280735505,0.71955507229536,10.4170187069819,0.995262887233342,0.910403450330098,Europe,40.0822147874709
Israel,ISR,13.7629480361938,0.774381360103344,480.752197265625,0.733995318412781,0.722771167755127,0.744976282119751,10.5865087509155,0.99626761674881,0.950315594673157,Asia,39.7445545440785
Italy,ITA,13.2506809234619,0.922936022281646,492.987823486328,0.727819681167603,0.719787061214447,0.735481381416321,10.4518785476685,0.996968865394592,0.95279335975647,Europe,40.6220028543457
Jamaica,JAM,11.3946399688721,0.940020859241486,387.132995605469,0.534977912902832,0.517991423606873,0.547929584980011,7.05798578262329,0.985583305358887,0.861376643180847,North America,35.875821978608
Japan,JPN,13.6398515701294,0.774381360103344,537.723449707031,0.804714262485504,0.796795904636383,0.81325364112854,11.7351493835449,0.997510313987732,0.948549091815948,Asia,40.9686949096597
Jordan,JOR,11.1438150405884,0.774381360103344,429.954071044922,0.553174376487732,0.541209638118744,0.563964486122131,7.6661262512207,0.983848035335541,0.894166231155396,Asia,35.5715315602544
Kazakhstan,KAZ,13.7080001831055,0.919641673564911,416.154632568359,0.628506422042847,0.621939837932587,0.634843647480011,9.12743663787842,0.990088999271393,0.844640254974365,Asia,38.0920257458596
Kenya,KEN,11.6346340179443,0.738091707229614,454.958404541016,0.546752512454987,0.527030169963837,0.564601123332977,8.46923923492432,0.958882212638855,0.77360212802887,Africa,34.6643626775193
Kiribati,KIR,11.2123680114746,0.761522310120718,411.484497070313,0.492592930793762,0.462539911270142,0.516819953918457,7.38194513320923,0.947486937046051,0.808998703956604,Oceania,33.813512355774
"Korea, Dem. People's Rep.",PRK,11.9267260509988,0.774381360103344,429.461562446925,0.589620188526485,0.577380151204441,0.600884977242221,8.29089509922525,0.979971371267152,0.883096669031226,Asia,36.1875115476206
"Korea, Rep.",KOR,13.5934190750122,0.774381360103344,537.209716796875,0.798776268959045,0.788339078426361,0.809219837188721,11.684027671814,0.996808230876923,0.944547057151794,Asia,40.8472693396215
Kuwait,KWT,12.0337619781494,0.774381360103344,383.402221679688,0.562588036060333,0.552965342998505,0.572192251682281,7.38203382492065,0.992147386074066,0.941962718963623,Asia,36.019082790908
Kyrgyz Republic,KGZ,12.8724975585938,0.882465779781342,420.086517333984,0.596617102622986,0.58721125125885,0.605376899242401,8.65210056304932,0.981058835983276,0.849434614181519,Asia,37.1337735100217
Lao PDR,LAO,10.614652633667,0.669367790222168,368.14208984375,0.456665337085724,0.441417753696442,0.470381379127502,6.25232076644897,0.952666699886322,0.821788012981415,Asia,32.1461154128336
Latvia,LVA,13.6181030273438,0.922936022281646,503.869781494141,0.70658141374588,0.69415694475174,0.71914279460907,10.9788007736206,0.996137797832489,0.844131171703339,Europe,39.9238471397599
Lebanon,LBN,10.1555166244507,0.774381360103344,389.889038085938,0.515125513076782,0.504966795444489,0.523942470550537,6.33523941040039,0.992562294006348,0.934591948986053,Asia,34.5890694914791
Lesotho,LSO,10.0436792373657,0.653985023498535,392.911987304688,0.400392591953278,0.375456094741821,0.423239529132843,6.31405115127563,0.918886005878448,0.522543787956238,Africa,28.715291134566
Liberia,LBR,4.15698862075806,0.698639512062073,331.745941162109,0.319014221429825,0.303157895803451,0.331662684679031,2.20650243759155,0.929063260555267,0.775718450546265,Africa,26.5581550671632
Libya,LBY,8.53717407972916,0.703775833050409,373.794974949049,0.410067831692488,0.389691743513812,0.427345923107603,5.14747464656829,0.938012386145799,0.749921691158543,Africa,30.1449102977934
Liechtenstein,LIE,13.2066269899025,0.922936022281646,491.600016276041,0.710768549870222,0.701848280735505,0.71955507229536,10.4170187069819,0.995262887233342,0.910403450330098,Europe,40.0822147874709
Lithuania,LTU,13.8328495025635,0.922936022281646,495.886291503906,0.70604795217514,0.697123229503632,0.715152084827423,10.9752321243286,0.995964229106903,0.843678295612335,Europe,39.9407178653446
Luxembourg,LUX,12.4221620559692,0.922936022281646,492.847839355469,0.686146140098572,0.680551052093506,0.691405117511749,9.79557704925537,0.997575104236603,0.941968441009521,Europe,39.7190969169754
"Macao SAR, China",MAC,12.9030666351318,0.774381360103344,560.613525390625,0.795671582221985,0.789596736431122,0.801458597183228,11.5738143920898,0.991399228572845,0.960422873497009,Asia,40.8038196460125
Madagascar,MDG,8.39830303192139,0.58372962474823,350.773315429688,0.391991019248962,0.374714523553848,0.408600389957428,4.71344089508057,0.946432709693909,0.796706557273865,Africa,29.2971375161806
Malawi,MWI,9.57214260101318,0.610085606575012,359.484069824219,0.413240641355515,0.395300924777985,0.429228365421295,5.50565242767334,0.950332522392273,0.737675130367279,Africa,29.9341980253948
Malaysia,MYS,12.4660329818726,0.792999982833862,445.675323486328,0.610976159572601,0.60101729631424,0.62073016166687,8.88928508758545,0.992224454879761,0.877020955085754,Asia,37.0530542848776
Maldives,MDV,11.9267260509988,0.774381360103344,429.461562446925,0.589620188526485,0.577380151204441,0.600884977242221,8.29089509922525,0.979971371267152,0.883096669031226,Asia,36.1875115476206
Mali,MLI,5.24293899536133,0.731092512607574,307.364959716797,0.318269580602646,0.30681523680687,0.328763157129288,2.57839322090149,0.902225196361542,0.749974489212036,Africa,26.7150717161282
Malta,MLT,13.427845954895,0.922936022281646,474.434997558594,0.709248304367065,0.702540516853333,0.715682506561279,10.1930236816406,0.992980778217316,0.951060831546783,Europe,40.2988100355324
Marshall Islands,MHL,9.43173313140869,0.652197957038879,375.029693603516,0.42339813709259,0.403989374637604,0.44079652428627,5.65948820114136,0.966861724853516,0.69916433095932,Oceania,30.1966692763742
Mauritania,MRT,7.73077392578125,0.771691977977753,342.093566894531,0.381546080112457,0.345171242952347,0.405886620283127,4.23143672943115,0.92432576417923,0.804659128189087,Africa,29.889789847597
Mauritius,MUS,12.4344024658203,0.703775833050409,472.767211914063,0.62185925245285,0.604988753795624,0.639582216739655,9.40572452545166,0.984496474266052,0.859261035919189,Africa,36.6503960441995
Mexico,MEX,12.8240079879761,0.899729788303375,430.065124511719,0.612949848175049,0.604578197002411,0.621053159236908,8.82425403594971,0.987269818782806,0.861477375030518,North America,37.6320759478479
"Micronesia, Fed. Sts.",FSM,11.8226890563965,0.761522310120718,379.902587890625,0.505966544151306,0.470419675111771,0.529178023338318,7.18635177612305,0.969243884086609,0.839225113391876,Oceania,34.2485391245376
Moldova,MDA,11.8109121322632,0.935896456241608,438.620941162109,0.584153532981873,0.574673175811768,0.592901825904846,8.28882122039795,0.984208643436432,0.835587918758392,Europe,36.9239834794182
Monaco,MCO,13.2066269899025,0.922936022281646,491.600016276041,0.710768549870222,0.701848280735505,0.71955507229536,10.4170187069819,0.995262887233342,0.910403450330098,Europe,40.0822147874709
Mongolia,MNG,13.1627712249756,0.905842661857605,434.618682861328,0.614397525787354,0.596636295318604,0.630410850048065,9.15325736999512,0.983675837516785,0.795992612838745,Asia,37.3412195819724
Montenegro,MNE,12.765830039978,0.906060099601746,436.129730224609,0.633181810379028,0.624314546585083,0.640698492527008,8.9080924987793,0.99745500087738,0.905613958835602,Europe,38.3276664678813
Morocco,MAR,10.3798542022705,0.848935782909393,380.405212402344,0.504116356372833,0.493413031101227,0.513883650302887,6.31768131256104,0.977588653564453,0.934124112129211,Africa,34.9298357226613
Mozambique,MOZ,7.58972454071045,0.577081561088562,368.243591308594,0.362116664648056,0.343050569295883,0.377384215593338,4.47178792953491,0.926782250404358,0.680878818035126,Africa,27.5919400754728
Myanmar,MMR,9.9909725189209,0.706288933753967,424.631286621094,0.477652013301849,0.459098666906357,0.494243919849396,6.78796720504761,0.95380574464798,0.804885268211365,Asia,32.772988688955
Namibia,NAM,9.38443183898926,0.772836565971375,406.661865234375,0.446437537670136,0.422956049442291,0.465390145778656,6.10606479644775,0.960381269454956,0.708560585975647,Africa,31.5969670755255
Nauru,NRU,11.7409467697144,0.761522310120718,346.629669189453,0.50841212272644,0.485086351633072,0.526576161384583,6.51161670684815,0.968168675899506,0.930999994277954,Oceania,34.5721321885025
Nepal,NPL,12.2549734115601,0.639798164367676,368.557586669922,0.504601776599884,0.48969578742981,0.518612623214722,7.22666120529175,0.967815339565277,0.856171369552612,Asia,33.6729788002201
Netherlands,NLD,13.8787689208984,0.922936022281646,519.634643554688,0.789915025234222,0.780254185199738,0.799554824829102,11.5390224456787,0.996126472949982,0.946276545524597,Europe,41.7696464641831
New Caledonia,NCL,11.282570021493,0.761522310120718,397.065381731305,0.52886172064713,0.510785475373268,0.543864107557705,7.26264190673828,0.97491620693888,0.845530092716217,Oceania,34.4644787431618
New Zealand,NZL,13.696813583374,0.761522310120718,519.748413085938,0.775932431221008,0.768010795116425,0.783405423164368,11.3902349472046,0.994301974773407,0.939959704875946,Oceania,40.3614957340177
Nicaragua,NIC,10.758749961853,0.827406585216522,391.990447998047,0.508098244667053,0.500067174434662,0.515531063079834,6.74772310256958,0.981706142425537,0.851386785507202,North America,34.4927413038397
Niger,NER,5.4982500076294,0.515173077583313,304.922241210938,0.31568518280983,0.294828027486801,0.33261701464653,2.682461977005,0.916343152523041,0.7666255235672,Africa,25.5567752427197
Nigeria,NGA,10.1899995803833,0.631843566894531,309.024963378906,0.360609829425812,0.33457151055336,0.381459712982178,5.03834247589111,0.880086362361908,0.65854012966156,Africa,28.1635167330775
North Macedonia,MKD,11.0252952575684,0.95051646232605,413.617309570313,0.55734920501709,0.551359832286835,0.562938094139099,7.29640483856201,0.990100145339966,0.908866405487061,Europe,36.710932750669
Northern Mariana Islands,MNP,11.282570021493,0.761522310120718,397.065381731305,0.52886172064713,0.510785475373268,0.543864107557705,7.26264190673828,0.97491620693888,0.845530092716217,Oceania,34.4644787431618
Norway,NOR,13.6708278656006,0.922936022281646,513.587829589844,0.771051168441772,0.764168739318848,0.778220474720001,11.2338733673096,0.997457027435303,0.94460141658783,Europe,41.4180854175005
Oman,OMN,12.7578458786011,0.774381360103344,423.513427734375,0.608116269111633,0.59517228603363,0.620704412460327,8.64499092102051,0.988582134246826,0.911910355091095,Asia,37.0438930047109
